阿魏,a'wei
煎加灯草痛淋蠲,jian'jia'deng'cao'tong'lin'juan
煎加姜枣表兼里,jian'jia'jiang'zao'biao'jian'li
煎加姜枣调营卫,jian'jia'jiang'zao'tiao'ying'wei
煎加姜枣益心脾,jian'jia'jiang'zao'yi'xin'pi
煎加生姜与乌梅,jian'jia'sheng'jiang'yu'wu'mei
建瓴汤,jian'ling'tang
睑内结石病,jian'nei'jie'shi'bing
健脾化湿,jian'pi'hua'shi
健脾祛湿,jian'pi'qu'shi
健脾祛痰治相当,jian'pi'qu'tan'zhi'xiang'dang
健脾丸,jian'pi'wan
健脾养心,jian'pi'yang'xin
健脾益气,jian'pi'yi'qi
建曲,jian'qu
健忘,jian'wang
健忘病,jian'wang'bing
健忘失眠,jian'wang'shi'mian
健胃,jian'wei
睑弦赤烂病,jian'xian'chi'lan'bing
见形期,jian'xing'qi
简要济众方,jian'yao'ji'zhong'fang
姜半夏,jiang'ban'xia
僵蚕,jiang'can
僵蚕炒,jiang'can'chao
姜草果仁,jiang'cao'guo'ren
姜挂麻黄芍药同,jiang'gua'ma'huang'shao'yao'tong
姜厚朴,jiang'hou'pu
姜黄,jiang'huang
姜黄川姜黄,jiang'huang'chuan'jiang'huang
降火,jiang'huo
将军,jiang'jun
江漏病,jiang'lou'bing
降逆化痰,jiang'ni'hua'tan
降逆止呕,jiang'ni'zhi'ou
姜皮,jiang'pi
降气,jiang'qi
降气平喘,jiang'qi'ping'chuan
绛舌,jiang'she
姜汤调服止嗽频,jiang'tang'diao'fu'zhi'sou'pin
降香,jiang'xiang
降心火,jiang'xin'huo
姜枣细辛款冬花,jiang'zao'xi'xin'kuan'dong'hua
姜汁,jiang'zhi
胶艾汤,jiao'ai'tang
交肠病,jiao'chang'bing
椒疮病,jiao'chuang'bing
角弓反张,jiao'gong'fan'zhang
绞股兰,jiao'gu'lan
绞股蓝,jiao'gu'lan
绞股兰总甙软胶囊,jiao'gu'lan'zong'dai'ruan'jiao'nang
脚挛急,jiao'luan'ji
椒目,jiao'mu
胶囊,jiao'nang
脚气冲心,jiao'qi'chong'xin
脚气水肿,jiao'qi'shui'zhong
焦三仙,jiao'san'xian
焦山楂,jiao'shan'zha
脚湿气病,jiao'shi'qi'bing
交泰丸,jiao'tai'wan
交通心肾,jiao'tong'xin'shen
校注妇人良方,jiao'zhu'fu'ren'liang'fang
解表散寒,jie'biao'san'han
疖病,jie'bing
解毒坚阴功效奇,jie'du'jian'yin'gong'xiao'qi
桔梗,jie'geng
桔梗上浮兼保肺,jie'geng'shang'fu'jian'bao'fei
解肌,jie'ji
解肌发表调营卫,jie'ji'fa'biao'tiao'ying'wei
解痉,jie'jing
洁净府,jie'jing'fu
解颅,jie'lu
解颅病,jie'lu'bing
解热,jie're
皆如至亲之想,jie'ru'zhi'qin'zhi'xiang
结石康胶囊,jie'shi'kang'jiao'nang
界线型,jie'xian'xing
结胸,jie'xiong
结阳,jie'yang
结阴,jie'yin
解郁安神冲剂,jie'yu'an'shen'chong'ji
芥子,jie'zi
筋痹,jin'bi
今病有内同而外异,jin'bing'you'nei'tong'er'wai'yi
筋弛,jin'chi
锦灯笼,jin'deng'long
筋断筋伤证,jin'duan'jin'shang'zheng
禁方,jin'fang
金沸草,jin'fei'cao
金沸草散,jin'fei'cao'san
金沸草旋伏草,jin'fei'cao'xuan'fu'cao
噤风,jin'feng
金疳病,jin'gan'bing
金刚藤胶囊,jin'gang'teng'jiao'nang
金狗脊,jin'gou'ji
筋骨不用证,jin'gu'bu'yong'zheng
筋骨草,jin'gu'cao
筋骨草白毛夏枯草,jin'gu'cao'bai'mao'xia'ku'cao
金果榄,jin'guo'lan
金果饮,jin'guo'yin
筋急,jin'ji
金锦香,jin'jin'xiang
金精石,jin'jing'shi
金橘叶,jin'ju'ye
津枯肠结证,jin'ku'chang'jie'zheng
津亏热结证,jin'kui're'jie'zheng
金匮肾气丸,jin'kui'shen'qi'wan
金匮肾气治肾虚,jin'kui'shen'qi'zhi'shen'xu
金匮要略,jin'kui'yao'lue
金莲花,jin'lian'hua
金莲花胶囊,jin'lian'hua'jiao'nang
金铃子散,jin'ling'zi'san
筋瘤病,jin'liu'bing
筋脉失养证,jin'mai'shi'yang'zheng
金礞石,jin'meng'shi
津气欲脱证,jin'qi'yu'tuo'zheng
金钱白花蛇,jin'qian'bai'hua'she
金钱草,jin'qian'cao
金钱草对坐草,jin'qian'cao'dui'zuo'cao
金乔麦,jin'qiao'mai
金荞麦,jin'qiao'mai
金荞麦野荞麦根,jin'qiao'mai'ye'qiao'mai'gen
金雀根,jin'que'gen
金嗓开音丸,jin'sang'kai'yin'wan
金嗓散结丸,jin'sang'san'jie'wan
金沙藤,jin'sha'teng
津伤肠燥证,jin'shang'chang'zao'zheng
津伤化燥证,jin'shang'hua'zao'zheng
金水宝胶囊,jin'shui'bao'jiao'nang
金缩固精丸,jin'suo'gu'jing'wan
金锁固精丸,jin'suo'gu'jing'wan
筋惕,jin'ti
金天格胶囊,jin'tian'ge'jiao'nang
金铁销,jin'tie'xiao
筋痿,jin'wei
锦纹,jin'wen
进行期,jin'xing'qi
津虚内热证,jin'xu'nei're'zheng
津液,jin'ye
津液干枯证,jin'ye'gan'ku'zheng
金叶金兰,jin'ye'jin'lan
津液亏损,jin'ye'kui'sun
津液亏损证,jin'ye'kui'sun'zheng
津液亏证,jin'ye'kui'zheng
今以至精至微之事,jin'yi'zhi'jing'zhi'wei'zhi'shi
金银花,jin'yin'hua
金樱子,jin'ying'zi
金缨子,jin'ying'zi
金缨子根,jin'ying'zi'gen
金樱子肉,jin'ying'zi'rou
筋之府,jin'zhi'fu
京半夏,jing'ban'xia
经闭不行,jing'bi'bu'xing
痉病,jing'bing
京大戟,jing'da'ji
经带胎产俱可治,jing'dai'tai'chan'ju'ke'zhi
经方,jing'fang
荆防败毒散,jing'fang'bai'du'san
惊风病,jing'feng'bing
惊风四症八侯,jing'feng'si'zheng'ba'hou
颈复康颗粒,jing'fu'kang'ke'li
荆花胃康胶丸,jing'hua'wei'kang'jiao'wan
惊悸,jing'ji
惊悸病,jing'ji'bing
荆芥,jing'jie
荆芥炭,jing'jie'tan
惊厥,jing'jue
痉咳期,jing'ke'qi
惊恐惊风证,jing'kong'jing'feng'zheng
惊恐痉厥证,jing'kong'jing'jue'zheng
惊恐气逆证,jing'kong'qi'ni'zheng
惊恐伤神证,jing'kong'shang'shen'zheng
惊恐伤肾证,jing'kong'shang'shen'zheng
惊恐证,jing'kong'zheng
惊狂,jing'kuang
精癃病,jing'long'bing
经络,jing'luo
经络瘀滞证,jing'luo'yu'zhi'zheng
经络瘀阻证,jing'luo'yu'zu'zheng
经脉搏瘀阻证,jing'mai'bo'yu'zu'zheng
镜面舌,jing'mian'she
京墨,jing'mo
精气夺则虚,jing'qi'duo'ze'xu
经期延长病,jing'qi'yan'chang'bing
精勤不倦,jing'qin'bu'juan
京三棱,jing'san'leng
荆三棱,jing'san'leng
颈舒颗粒,jing'shu'ke'li
经霜收下冬桑叶,jing'shuang'shou'xia'dong'sang'ye
经水后期,jing'shui'hou'qi
经水适断,jing'shui'shi'duan
经水适来,jing'shui'shi'lai
经水先期,jing'shui'xian'qi
经隧,jing'sui
景天三七,jing'tian'san'qi
惊痫,jing'xian
经行发热病,jing'xing'fa're'bing
经行风疹块病,jing'xing'feng'zhen'kuai'bing
经行浮肿病,jing'xing'fu'zhong'bing
经行口糜病,jing'xing'kou'mi'bing
经行情志异常病,jing'xing'qing'zhi'yi'chang'bing
经行乳房胀痛病,jing'xing'ru'fang'zhang'tong'bing
经行身痛病,jing'xing'shen'tong'bing
经行头痛病,jing'xing'tou'tong'bing
经行吐衄病,jing'xing'tu'nv'bing
经行泄泻病,jing'xing'xie'xie'bing
经行眩晕病,jing'xing'xuan'yun'bing
精血亏虚证,jing'xue'kui'xu'zheng
颈痈病,jing'yong'bing
景岳全书,jing'yue'quan'shu
惊震内障病,jing'zhen'nei'zhang'bing
精浊病,jing'zhuo'bing
救必应,jiu'bi'ying
久病伤阴虚火上炎证,jiu'bing'shang'yin'xu'huo'shang'yan'zheng
久病伤阴证,jiu'bing'shang'yin'zheng
韭菜子,jiu'cai'zi
灸草,jiu'cao
酒常山,jiu'chang'shan
酒川芎,jiu'chuan'xiong
酒大黄,jiu'da'huang
酒丹参,jiu'dan'shen
酒当归,jiu'dang'gui
酒黄连,jiu'huang'lian
酒黄芩,jiu'huang'qin
救急稀涎散,jiu'ji'xi'xian'san
九节茶,jiu'jie'cha
九节菖蒲,jiu'jie'chang'pu
九节菖蒲九菖蒲,jiu'jie'chang'pu'jiu'chang'pu
酒厥,jiu'jue
久咳伤肺,jiu'ke'shang'fei
九里明,jiu'li'ming
九里香,jiu'li'xiang
久聋病,jiu'long'bing
九龙根,jiu'long'gen
酒女贞子,jiu'nv'zhen'zi
九窍,jiu'qiao
九头狮子草,jiu'tou'shi'zi'cao
九味羌活汤,jiu'wei'qiang'huo'tang
酒乌梢蛇,jiu'wu'shao'she
酒仙茅,jiu'xian'mao
九仙散,jiu'xian'san
九香虫,jiu'xiang'chong
久泄,jiu'xie
久泻不愈,jiu'xie'bu'yu
救心丸,jiu'xin'wan
救阴,jiu'yin
九脏,jiu'zang
酒齄鼻病,jiu'zha'bi'bing
九种心痛,jiu'zhong'xin'tong
韭子,jiu'zi
橘白,ju'bai
聚病,ju'bing
橘核,ju'he
橘核丸,ju'he'wan
橘红,ju'hong
菊花,ju'hua
菊花茶调散,ju'hua'cha'tiao'san
菊花杭白菊,ju'hua'hang'bai'ju
拘急,ju'ji
居经,ju'jing
菊苣,ju'ju
橘络,ju'luo
橘皮,ju'pi
橘皮竹茹汤,ju'pi'zhu'ru'tang
聚星障病,ju'xing'zhang'bing
苣英菜,ju'ying'cai
举元煎,ju'yuan'jian
卷柏,juan'bai
卷丹,juan'dan
厥病,jue'bing
爵床,jue'chuang
绝经前后诸病,jue'jing'qian'hou'zhu'bing
决明,jue'ming
决明子,jue'ming'zi
厥逆,jue'ni
厥头痛,jue'tou'tong
厥脱病,jue'tuo'bing
厥心痛,jue'xin'tong
厥阴,jue'yin
厥阴病,jue'yin'bing
厥阴寒格证,jue'yin'han'ge'zheng
厥阴蛔厥证,jue'yin'hui'jue'zheng
厥阴厥证,jue'yin'jue'zheng
厥阴呕哕证,jue'yin'ou'hui'zheng
厥阴热迫大肠证,jue'yin're'po'da'chang'zheng
厥阴上热下寒阴虚证,jue'yin'shang're'xia'han'yin'xu'zheng
厥阴上热下寒证,jue'yin'shang're'xia'han'zheng
厥阴头痛皆能保,jue'yin'tou'tong'jie'neng'bao
厥阴下利证,jue'yin'xia'li'zheng
厥阴血虚寒郁证,jue'yin'xue'xu'han'yu'zheng
厥阴证,jue'yin'zheng
厥证,jue'zheng
皲裂,jun'lie
峻下热结,jun'xia're'jie
峻下逐水,jun'xia'zhu'shui
君相火动心肾不交证,jun'xiang'huo'dong'xin'shen'bu'jiao'zheng
君相火动证,jun'xiang'huo'dong'zheng
君相火旺证,jun'xiang'huo'wang'zheng
咯痰不爽,ka'tan'bu'shuang
咯血病,ka'xie'bing
开闭,kai'bi
开鬼门,kai'gui'men
开金锁,kai'jin'suo
开窍,kai'qiao
开窍除痰,kai'qiao'chu'tan
开窍于舌,kai'qiao'yu'she
开胃,kai'wei
开泄,kai'xie
看有若无,kan'you'ruo'wu
康妇消炎栓,kang'fu'xiao'yan'shuan
客气上逆,ke'qi'shang'ni
咳嗽,ke'sou
咳嗽病,ke'sou'bing
咳嗽气喘,ke'sou'qi'chuan
咳嗽气逆,ke'sou'qi'ni
咳嗽痰多,ke'sou'tan'duo
咳嗽痰稀,ke'sou'tan'xi
咳嗽咽痒,ke'sou'yan'yang
咳血,ke'xue
咳血方,ke'xue'fang
渴欲饮水,ke'yu'yin'shui
咳止痰化病自痊,ke'zhi'tan'hua'bing'zi'quan
恐惧伤肾证,kong'ju'shang'shen'zheng
空窍,kong'qiao
空青,kong'qing
孔圣枕中丹,kong'sheng'zhen'zhong'dan
控涎丹,kong'xian'dan
口不仁,kou'bu'ren
口齿病龋齿病,kou'chi'bing'qu'chi'bing
口疮病,kou'chuang'bing
口唇,kou'chun
口淡无味,kou'dan'wu'wei
口干唇燥,kou'gan'chun'zao
口干舌燥,kou'gan'she'zao
口噤,kou'jin
口渴不欲多饮,kou'ke'bu'yu'duo'yin
口渴面赤,kou'ke'mian'chi
口苦,kou'ku
口苦面红,kou'ku'mian'hong
口糜,kou'mi
口糜病,kou'mi'bing
口糜淋痛小肠火,kou'mi'lin'tong'xiao'chang'huo
口僻,kou'pi
口舌干燥,kou'she'gan'zao
口舌生疮,kou'she'sheng'chuang
口舌痰包者,kou'she'tan'bao'zhe
口眼歪斜,kou'yan'wai'xie
口燥咽干,kou'zao'yan'gan
口中和,kou'zhong'he
苦菜,ku'cai
枯草,ku'cao
苦胆草片,ku'dan'cao'pian
苦地丁,ku'di'ding
苦丁茶,ku'ding'cha
苦豆草,ku'dou'cao
枯矾,ku'fan
苦甘草,ku'gan'cao
苦瓜干,ku'gua'gan
苦酒,ku'jiu
苦楝皮,ku'lian'pi
枯苓,ku'ling
苦木,ku'mu
枯涩,ku'se
苦参,ku'shen
苦石莲,ku'shi'lian
苦杏仁,ku'xing'ren
苦竹叶,ku'zhu'ye
胯腹痈病,kua'fu'yong'bing
款冬半夏白皮桑,kuan'dong'ban'xia'bai'pi'sang
款冬花,kuan'dong'hua
宽筋藤,kuan'jin'teng
宽胸散结,kuan'xiong'san'jie
宽裕汪汪,kuan'yu'wang'wang
宽中开郁,kuan'zhong'kai'yu
狂病,kuang'bing
况于人乎,kuang'yu'ren'hu
溃后期,kui'hou'qi
溃疡,kui'yang
昆布,kun'bu
辣蓼,la'liao
腊梅花,la'mei'hua
莱菔子,lai'fu'zi
莱菔子萝卜子,lai'fu'zi'luo'bo'zi
癞皮病,lai'pi'bing
癞皮病藜芦,lai'pi'bing'li'lu
蓝布正,lan'bu'zheng
烂疔病,lan'ding'bing
烂喉丹沙,lan'hou'dan'sha
烂喉丹痧,lan'hou'dan'sha
烂喉痧病,lan'hou'sha'bing
蓝花参,lan'hua'shen
兰室秘藏,lan'shi'mi'cang
阑尾化瘀汤,lan'wei'hua'yu'tang
阑尾清化汤,lan'wei'qing'hua'tang
阑尾清解汤,lan'wei'qing'jie'tang
狼把草,lang'ba'cao
莨菪子,lang'dang'zi
狼毒,lang'du
老儿茶,lao'er'cha
老鹳草,lao'guan'cao
老鹳嘴,lao'guan'zui
老君须云雾草,lao'jun'xu'yun'wu'cao
老君曰,lao'jun'yue
劳淋,lao'lin
痨淋,lao'lin
劳淋病,lao'lin'bing
劳伤筋脉证,lao'shang'jin'mai'zheng
劳伤心脾气不摄精证,lao'shang'xin'pi'qi'bu'she'jing'zheng
劳伤心脾证,lao'shang'xin'pi'zheng
老少年,lao'shao'nian
老舌,lao'she
老勿大,lao'wu'da
老鸦瓣,lao'ya'ban
痨瘵,lao'zhai
落枕,lao'zhen
落枕病,lao'zhen'bing
了哥王,le'ge'wang
乐脉颗粒,le'mai'ke'li
雷公藤,lei'gong'teng
类霍乱,lei'huo'luan
泪窍,lei'qiao
雷丸,lei'wan
类中风,lei'zhong'feng
冷风顽痹屈能伸,leng'feng'wan'bi'qu'neng'shen
冷厥,leng'jue
冷泪病,leng'lei'bing
冷哮丸,leng'xiao'wan
利便解表治水停,li'bian'jie'biao'zhi'shui'ting
理肺化痰,li'fei'hua'tan
利肝隆颗粒,li'gan'long'ke'li
里寒,li'han
里喉痈病,li'hou'yong'bing
痢疾,li'ji
里急腹痛自安康,li'ji'fu'tong'zi'an'kang
里急后重,li'ji'hou'zhong
里结,li'jie
栗壳,li'ke
藜芦,li'lu
利气,li'qi
理气,li'qi
理气和中,li'qi'he'zhong
利气和中燥湿痰,li'qi'he'zhong'zao'shi'tan
利窍,li'qiao
里热,li're
里热炽盛,li're'chi'sheng
里热炽盛证,li're'chi'sheng'zheng
里热实证之热厥,li're'shi'zheng'zhi're'jue
理伤续断,li'shang'xu'duan
里实,li'shi
利湿化浊,li'shi'hua'zhuo
利水,li'shui
利水渗湿,li'shui'shen'shi
利水通淋,li'shui'tong'lin
利水退肿,li'shui'tui'zhong
里虚,li'xu
理血,li'xue
鲤鱼,li'yu
荔枝核,li'zhi'he
理中,li'zhong
理中安蛔汤,li'zhong'an'hui'tang
理中丸,li'zhong'wan
理中丸主温中阳,li'zhong'wan'zhu'wen'zhong'yang
黧足肿病,li'zu'zhong'bing
臁疮,lian'chuang
臁疮病,lian'chuang'bing
莲房,lian'fang
敛汗,lian'han
莲花,lian'hua
连梅安蛔汤,lian'mei'an'hui'tang
连朴饮,lian'pu'yin
连朴饮用香豆豉,lian'pu'yin'yong'xiang'dou'chi
连钱草,lian'qian'cao
连翘,lian'qiao
莲肉,lian'rou
莲芯,lian'xin
莲须,lian'xu
敛阴,lian'yin
敛阴止汗,lian'yin'zhi'han
莲子,lian'zi
莲子心,lian'zi'xin
量多色淡,liang'duo'se'dan
谅非忠恕之道,liang'fei'zhong'shu'zhi'dao
良附丸,liang'fu'wan
凉肝熄风又养阴,liang'gan'xi'feng'you'yang'yin
凉膈散,liang'ge'san
良姜,liang'jiang
两面针,liang'mian'zhen
两目暗黑,liang'mu'an'hei
量少,liang'shao
两头尖,liang'tou'jian
凉血,liang'xue
凉血止痢,liang'xue'zhi'li
凉血止血,liang'xue'zhi'xue
良由此也,liang'you'ci'ye
凉燥病,liang'zao'bing
凉燥袭肺证,liang'zao'xi'fei'zheng
蓼大青叶,liao'da'qing'ye
辽藁本,liao'gao'ben
列当,lie'dang
淋沥不畅,lin'li'bu'chang
淋漓不止,lin'li'bu'zhi
淋浊,lin'zhuo
淋浊流连自可除,lin'zhuo'liu'lian'zi'ke'chu
令彼难求,ling'bi'nan'qiu
苓草橘红大枣姜,ling'cao'ju'hong'da'zao'jiang
苓甘五味姜辛汤,ling'gan'wu'wei'jiang'xin'tang
苓桂术甘化饮剂,ling'gui'zhu'gan'hua'yin'ji
苓桂术甘汤,ling'gui'zhu'gan'tang
菱角,ling'jiao
羚角钩藤菊花桑,ling'jiao'gou'teng'ju'hua'sang
羚角钩藤汤,ling'jiao'gou'teng'tang
羚角钩藤饮,ling'jiao'gou'teng'yin
鲮鲤,ling'li
醽醁,ling'lu
苓芍朮附加生姜,ling'shao'zhu'fu'jia'sheng'jiang
苓夏陈翘菔子加,ling'xia'chen'qiao'fu'zi'jia
凌霄花,ling'xiao'hua
羚羊角,ling'yang'jiao
羚羊角片,ling'yang'jiao'pian
灵芝,ling'zhi
灵芝孢子粉,ling'zhi'bao'zi'fen
灵芝胶囊,ling'zhi'jiao'nang
灵芝片,ling'zhi'pian
苓术甘草姜薄偕,ling'zhu'gan'cao'jiang'bo'xie
六腑,liu'fu
六腑以通为用,liu'fu'yi'tong'wei'yong
琉肝理脾奏效奇,liu'gan'li'pi'zou'xiao'qi
流感丸,liu'gan'wan
硫肝养血兼理脾,liu'gan'yang'xue'jian'li'pi
六和曲,liu'he'qu
六和汤,liu'he'tang
硫磺,liu'huang
硫黄,liu'huang
刘寄奴,liu'ji'nu
六经辨证,liu'jing'bian'zheng
六经病证,liu'jing'bing'zheng
六经之藩篱,liu'jing'zhi'fan'li
六君子汤,liu'jun'zi'tang
六脉浮紧,liu'mai'fu'jin
流皮漏病,liu'pi'lou'bing
六气,liu'qi
六曲,liu'qu
六神曲,liu'shen'qu
六神丸,liu'shen'wan
流痰病,liu'tan'bing
六味安消胶囊,liu'wei'an'xiao'jiao'nang
六味地黄丸,liu'wei'di'huang'wan
六味地黄益肾肝,liu'wei'di'huang'yi'shen'gan
六味木香胶囊,liu'wei'mu'xiang'jiao'nang
六味能消胶囊,liu'wei'neng'xiao'jiao'nang
瘤型,liu'xing
柳芽,liu'ya
六阳脉,liu'yang'mai
柳叶,liu'ye
六一散,liu'yi'san
六淫,liu'yin
留饮,liu'yin
六阴脉,liu'yin'mai
六月雪,liu'yue'xue
柳枝,liu'zhi
流注病,liu'zhu'bing
龙宝牌精品燕窝,long'bao'pai'jing'pin'yan'wo
龙宝特等鹿茸血片,long'bao'te'deng'lu'rong'xue'pian
癃闭,long'bi
癃闭病,long'bi'bing
癃闭不通,long'bi'bu'tong
龙齿,long'chi
龙齿青龙,long'chi'qing'long
龙胆,long'dan
龙胆草,long'dan'cao
龙胆龙胆草,long'dan'long'dan'cao
龙胆泻肝汤,long'dan'xie'gan'tang
龙胆泻肝栀芩柴,long'dan'xie'gan'zhi'qin'chai
龙骨,long'gu
龙葵,long'kui
龙利叶,long'li'ye
陇马陆胃药片,long'ma'lu'wei'yao'pian
龙脑,long'nao
龙脑香,long'nao'xiang
癃清片,long'qing'pian
龙涎香,long'xian'xiang
龙血竭,long'xue'jie
聋哑病,long'ya'bing
龙牙草,long'ya'cao
龙眼,long'yan
龙眼肉,long'yan'rou
蝼蛄,lou'gu
蝼蛄虫,lou'gu'chong
蝼蛄疖病,lou'gu'jie'bing
漏肩风病,lou'jian'feng'bing
漏睛病,lou'jing'bing
漏睛疮病,lou'jing'chuang'bing
漏芦,lou'lu
漏胎,lou'tai
潞党参,lu'dang'shen
芦丁,lu'ding
橹豆衣,lu'dou'yi
露蜂房,lu'feng'fang
炉甘石,lu'gan'shi
芦根,lu'gen
芦根甘草薄荷饶,lu'gen'gan'cao'bo'he'rao
芦根厚朴黄连入,lu'gen'hou'pu'huang'lian'ru
芦荟,lu'hui
卤碱,lu'jian
鹿角,lu'jiao
鹿角胶,lu'jiao'jiao
鹿角片,lu'jiao'pian
鹿角霜,lu'jiao'shuang
路路通,lu'lu'tong
辘轳转关病,lu'lu'zhuan'guan'bing
颅脑痈,lu'nao'yong
鹿茸,lu'rong
鹿茸粉片,lu'rong'fen'pian
鹿肉,lu'rou
鹿肾,lu'shen
鹿胎,lu'tai
鹿胎膏,lu'tai'gao
鹿尾,lu'wei
鹿衔草,lu'xian'cao
鹿血,lu'xue
陆英,lu'ying
芦竹根,lu'zhu'gen
挛痛,luan'tong
萝卜,luo'bo
罗布麻,luo'bu'ma
罗布麻叶,luo'bu'ma'ye
罗汉果,luo'han'guo
落葵,luo'kui
瘰疠,luo'li
瘰疬病,luo'li'bing
瘰疬流注,luo'li'liu'zhu
络脉不和证,luo'mai'bu'he'zheng
络脉空虚风邪入中证,luo'mai'kong'xu'feng'xie'ru'zhong'zheng
络脉空虚证,luo'mai'kong'xu'zheng
络脉破损证,luo'mai'po'sun'zheng
络气不和证,luo'qi'bu'he'zheng
络伤出血证,luo'shang'chu'xie'zheng
络石藤,luo'shi'teng
律草,lv'cao
葎草,lv'cao
铝丹,lv'dan
绿豆,lv'dou
绿萼梅,lv'e'mei
率而自逞俊快,lv'er'zi'cheng'jun'kuai
绿风内障病,lv'feng'nei'zhang'bing
驴肾,lv'shen
吕宋果,lv'song'guo
马宝,ma'bao
马鞭草,ma'bian'cao
马槟榔,ma'bing'lang
马勃,ma'bo
马菜,ma'cai
马齿苋,ma'chi'xian
马刀侠瘿,ma'dao'xia'ying
马兜铃,ma'dou'ling
麻黄,ma'huang
麻黄附子细辛汤,ma'huang'fu'zi'xi'xin'tang
麻黄根,ma'huang'gen
麻黄加术汤,ma'huang'jia'zhu'tang
麻黄连翘赤豆汤,ma'huang'lian'qiao'chi'dou'tang
麻黄连轺赤小豆汤,ma'huang'lian'yao'chi'xiao'dou'tang
麻黄绒,ma'huang'rong
麻黄汤,ma'huang'tang
麻黄汤中用桂枝,ma'huang'tang'zhong'yong'gui'zhi
麻黄杏仁甘草石膏汤,ma'huang'xing'ren'gan'cao'shi'gao'tang
马兰,ma'lan
马兰草,ma'lan'cao
马兰头,ma'lan'tou
马利筋,ma'li'jin
马莲,ma'lian
马蔺,ma'lin
马前子,ma'qian'zi
马钱子,ma'qian'zi
麻仁,ma'ren
麻仁胶囊,ma'ren'jiao'nang
麻仁丸,ma'ren'wan
马尿泡,ma'sui'pao
马蹄金,ma'ti'jin
马尾黄连,ma'wei'huang'lian
马尾莲,ma'wei'lian
马辛,ma'xin
麻杏石甘汤,ma'xing'shi'gan'tang
麻杏苡甘汤,ma'xing'yi'gan'tang
马牙硝,ma'ya'xiao
马缨花,ma'ying'hua
马应龙麝香痔疮膏,ma'ying'long'she'xiang'zhi'chuang'gao
麻油,ma'you
麻疹,ma'zhen
麻子仁丸,ma'zi'ren'wan
脉痹,mai'bi
脉沉迟无力,mai'chen'chi'wu'li
脉沉细数,mai'chen'xi'shu
脉沉弦,mai'chen'xian
麦冬,mai'dong
麦冬加入长寿丸,mai'dong'jia'ru'chang'shou'wan
麦冬芍药当归配,mai'dong'shao'yao'dang'gui'pei
麦冬生地大麻仁,mai'dong'sheng'di'da'ma'ren
麦饭石,mai'fan'shi
脉浮,mai'fu
脉浮缓,mai'fu'huan
脉浮虚,mai'fu'xu
脉洪大,mai'hong'da
脉滑,mai'hua
脉滑实,mai'hua'shi
脉滑数,mai'hua'shu
脉缓,mai'huan
脉缓舌黄身又痛,mai'huan'she'huang'shen'you'tong
脉经,mai'jing
麦门冬,mai'men'dong
麦门冬汤,mai'men'dong'tang
脉濡数,mai'ru'shu
脉涩,mai'se
脉数,mai'shu
脉通,mai'tong
麦味地黄丸,mai'wei'di'huang'wan
脉微细,mai'wei'xi
脉细弱,mai'xi'ruo
脉细数,mai'xi'shu
脉细弦,mai'xi'xian
脉弦,mai'xian
脉弦滑,mai'xian'hua
脉弦缓,mai'xian'huan
脉弦数,mai'xian'shu
脉弦数有力,mai'xian'shu'you'li
脉虚弱,mai'xu'ruo
脉虚数,mai'xu'shu
脉虚细,mai'xu'xi
脉血康胶囊,mai'xue'kang'jiao'nang
麦芽,mai'ya
脉证顺逆,mai'zheng'shun'ni
慢喉痹病,man'hou'bi'bing
慢喉病,man'hou'bing
慢惊风,man'jing'feng
慢惊风病,man'jing'feng'bing
蔓荆子,man'jing'zi
慢乳蛾病,man'ru'e'bing
满堂不乐,man'tang'bu'le
慢性肾衰,man'xing'shen'shuai
莽草,mang'cao
芒硝,mang'xiao
毛悴色夭,mao'cui'se'yao
毛冬青,mao'dong'qing
毛茛,mao'gen
茅根,mao'gen
毛诃子,mao'he'zi
毛鸡,mao'ji
毛姜,mao'jiang
茅莓,mao'mei
猫人参,mao'ren'shen
冒暑病,mao'shu'bing
猫眼草,mao'yan'cao
猫眼疮病,mao'yan'chuang'bing
猫爪草,mao'zhao'cao
玫瑰花,mei'gui'hua
梅核气,mei'he'qi
梅核气病,mei'he'qi'bing
梅花,mei'hua
梅花鹿茸,mei'hua'lu'rong
眉棱骨痛,mei'leng'gu'tong
眉棱骨痛病,mei'leng'gu'tong'bing
梅片,mei'pian
梅仁,mei'ren
没石,mei'shi
没药,mei'yao
虻虫,meng'chong
礞石,meng'shi
梦遗,meng'yi
梦遗病,meng'yi'bing
蜜百部,mi'bai'bu
蜜白前,mi'bai'qian
泌别清浊,mi'bie'qing'zhuo
迷迭香,mi'die'xiang
猕猴桃,mi'hou'tao
糜烂,mi'lan
糜烂型,mi'lan'xing
蜜炼川贝枇杷膏,mi'lian'chuan'bei'pi'pa'gao
密蒙花,mi'meng'hua
蜜蒙花,mi'meng'hua
蜜枇杷叶,mi'pi'pa'ye
蜜前胡,mi'qian'hu
米仁,mi'ren
蜜桑白皮,mi'sang'bai'pi
密陀僧,mi'tuo'seng
蜜紫菀,mi'zi'wan
绵萆薢,mian'bi'xie
面赤,mian'chi
面风痛,mian'feng'tong
棉花根,mian'hua'gen
绵马贯众,mian'ma'guan'zhong
面色苍白,mian'se'cang'bai
面色淡黄,mian'se'dan'huang
面色咣白,mian'se'guang'bai
面色萎白,mian'se'wei'bai
面色萎黄,mian'se'wei'huang
面色无华,mian'se'wu'hua
